,index,individual_name,individual_wikidata_id,birth_year,country,classification,explanation,sources
108,Q127332,Charlotte Brontë,Q127332,1816,United Kingdom,Middle Class,"Charlotte Brontë was born on April 21, 1816, in Thornton, West Yorkshire, England, to Maria Branwell and Patrick Brontë. Her father was an Irish Anglican clergyman who had moved to England to improve his prospects. He was not wealthy, but his profession placed the family in the middle class. The family lived in a parsonage in Haworth, indicating a modest but comfortable living situation. Charlotte's mother died when she was very young, and the family's financial situation was further strained by the need to provide for six children. However, Charlotte and her sisters were able to attend the Clergy Daughters' School, indicating some access to education due to their father's profession. It should be noted that the conditions at this school were poor and may have contributed to the ill health and early deaths of two of Charlotte's sisters. Despite these hardships, the family's social standing and access to education suggest a middle-class origin.","""The Life of Charlotte Brontë"" by Elizabeth Gaskell, ""Charlotte Brontë: A Fiery Heart"" by Claire Harman, ""The Brontës: A Life in Letters"" by Juliet Barker."
109,Q47152,Mary Shelley,Q47152,1797,United Kingdom,Middle Class,"Mary Shelley was born Mary Wollstonecraft Godwin on August 30, 1797, in London, England. Her parents were both well-known intellectuals of their time. Her father, William Godwin, was a political philosopher and novelist, while her mother, Mary Wollstonecraft, was a women's rights advocate and writer. Despite their intellectual contributions, they were not part of the aristocracy or ruling class, placing them within the middle class according to the provided typology.

At the time of Mary's birth, her family was not wealthy. Her mother died shortly after her birth, leaving her father with significant debt. Despite these financial struggles, Mary had access to education because of her family background. Her father's intellectual standing allowed her to be educated at home by him, and she was also exposed to his intellectual circle, which included prominent thinkers of the time.

The family's living conditions were modest, reflecting their middle-class status. They lived in a simple house in London, and Mary grew up without any significant inherited privileges or disadvantages.","1. ""Mary Shelley."" Biography.com. A&E Networks Television, 28 Apr. 2017.
2. Seymour, Miranda. ""Mary Shelley."" Grove Art Online. Oxford University Press, 2004.
3. Sunstein, Emily W. ""Mary Shelley: Romance and Reality."" Little, Brown, 1989."
110,Q79025,Walter Scott,Q79025,1771,United Kingdom,Middle Class,"Walter Scott was born in Edinburgh, Scotland in 1771. His father, Walter Scott Sr., was a solicitor, and his mother, Anne Rutherford, was the daughter of a professor of medicine. This places the Scott family in the middle class of the late 18th century United Kingdom, as they were neither aristocrats nor laborers. 

Scott's father's profession as a solicitor indicates a degree of education and social standing above the working class. His mother's family also had a connection to education, with her father being a professor. This suggests that Scott likely had access to education due to his family background.

The family's wealth at the time of Scott's birth and childhood is not explicitly documented, but given his father's profession, it can be inferred that they were not struggling financially. However, they were also not part of the wealthy elite. 

Scott's early life housing and living conditions would have been comfortable for the time, but not luxurious. He spent part of his childhood in the rural Scottish Borders at his grandparents' farm, which suggests a connection to land but not large-scale landownership.

In terms of inherited privileges or disadvantages, Scott would have benefited from his family's middle-class status and connections to the legal and academic professions. However, he did not inherit titles, vast wealth, or large estates.","- ""Walter Scott."" Encyclopædia Britannica. https://www.britannica"
111,Q37388,Francis Bacon,Q37388,1561,United Kingdom,Elite,"Francis Bacon was born into a highly influential and wealthy family. His father, Sir Nicholas Bacon, was a prominent lawyer and served as the Lord Keeper of the Great Seal under Queen Elizabeth I, a position of significant power and prestige. His mother, Lady Anne Cooke Bacon, was a scholar and one of the most educated women of her time. She was the daughter of Sir Anthony Cooke, a humanist scholar and tutor to King Edward VI. The Bacon family was part of the English nobility, and they had considerable wealth and influence. Francis Bacon's early life would have been spent in comfortable and luxurious surroundings, indicative of his elite status. His family's wealth and influence would have also provided him with access to a high-quality education, further reinforcing his elite status.","""Francis Bacon: The History of a Character Assassination"" by Nieves Mathews; ""The Advancement of Learning"" by Francis Bacon; ""The Oxford Francis Bacon I: Early Writings 1584–1596"" edited by Alan Stewart with Harriet Knight."
112,Q7302,George Frideric Handel,Q7302,1685,United Kingdom,Middle Class,"George Frideric Handel was born in Halle, Duchy of Magdeburg (now Germany), not the United Kingdom. His father, Georg Händel, was a barber-surgeon, a respected profession in the 17th century, which placed the family in the middle class. His mother, Dorothea Taust, was the daughter of a Lutheran pastor, further suggesting a middle-class background. Despite his father's initial opposition, Handel was able to receive musical training, indicating that the family had some resources to invest in education. However, there is no evidence to suggest that the family was part of the elite or subsistence classes. The family's living conditions and privileges would have been consistent with those of other middle-class families in late 17th century Germany.","""Handel: A Celebration of his Life and Times, 1685-1759"" by Jacob Simon; ""George Frideric Handel: A Life with Friends"" by Ellen T. Harris."
113,Q935,Isaac Newton,Q935,1643,United Kingdom,Middle Class,"Isaac Newton was born in Woolsthorpe, Lincolnshire, England in 1643. His father, also named Isaac Newton, was a prosperous farmer who owned a small property, but he died three months before Newton was born. His mother, Hannah Ayscough, remarried a wealthy clergyman when Newton was three, but he did not get along with his stepfather and was largely raised by his grandmother. Newton's family was not part of the nobility or ruling class, but they were not subsistence farmers or laborers either. They were landowners, which places them in the middle class according to the given typology. Newton's early access to education was likely due to his family's relative wealth and social standing. He attended The King's School, Grantham, where he lodged with the local apothecary and was introduced to the fascinating world of chemistry. His mother pulled him out of school at one point to become a farmer, but he was so unsuccessful that she sent him back to school, suggesting that the family had enough resources to allow him to focus on education rather than work.","Westfall, Richard S. ""The Life of Isaac Newton."" Cambridge University Press, 1993. White, Michael. ""Isaac Newton: The Last Sorcerer."" Fourth Estate, 1997."
114,Q80137,Emily Brontë,Q80137,1818,United Kingdom,Middle Class,"Emily Brontë was born on July 30, 1818, in Thornton, West Yorkshire, England, to Maria Branwell Brontë and Patrick Brontë. Her father, Patrick, was an Irish Anglican clergyman who was appointed to the perpetual curacy of Haworth, in Yorkshire. This position, while not wealthy, provided a stable income and a parsonage house for the family, indicating a middle-class status. Emily was the fifth of six children, and after her mother's death in 1821, her aunt, Elizabeth Branwell, moved in to help raise the children, which suggests a supportive extended family network.

Emily and her sisters, Charlotte and Anne, had access to education due to their family background. They initially attended the Clergy Daughters' School at Cowan Bridge, but were removed due to harsh conditions and the death of their two older sisters. After this, they were educated at home by their father and aunt. The fact that they had access to education, even after leaving the school, suggests a middle-class upbringing.

The Brontë family lived in the Haworth Parsonage, which, while not luxurious, provided adequate living conditions. The family was not wealthy, but they were not impoverished either. They had enough to live comfortably, but not extravagantly.","1. Barker, Juliet. ""The Brontës"". London: Weidenfeld & Nicolson,"
115,Q79759,John Milton,Q79759,1608,United Kingdom,Middle Class,"John Milton was born in London in 1608 to a middle-class family. His father, also named John Milton, was a scrivener by profession - a legal secretary of sorts, who prepared documents for court cases. This was a well-respected profession that required a high level of education and skill, and it provided the family with a comfortable income. The elder Milton also had some musical talent and composed songs, which may have influenced his son's later poetic abilities. The family lived in a fairly spacious home in the Bread Street area of London, indicating a level of wealth and comfort above that of the subsistence class. 

John Milton's access to education was also indicative of his middle-class status. His father was able to afford a private tutor for him, Thomas Young, and later sent him to St. Paul's School, a prestigious institution. This level of education was not common among the lower classes at the time, and it suggests that the Milton family had both the means and the cultural capital to value and prioritize education.","- ""John Milton: Life, Work, and Thought"" by Gordon Campbell and Thomas N. Corns
- ""The Life of John Milton: A Critical Biography"" by Barbara K. Lewalski
- ""Milton: A Life"" by William Riley Parker"
116,Q179126,John Ruskin,Q179126,1819,United Kingdom,Middle Class,"John Ruskin was born on February 8, 1819, in London, England, to John James Ruskin and Margaret Cox. His father was a prosperous wine merchant, which places the family firmly within the middle class of the time. The family's wealth allowed Ruskin to have a comfortable childhood and access to education. He was educated at home by his mother and private tutors, a privilege that was not common among the lower classes. The family lived in a series of increasingly comfortable homes, reflecting their rising prosperity. However, they were not part of the aristocracy or ruling class, which would have classified them as elite.","1. ""John Ruskin: Modern Painters, Volume V."" The Victorian Web. 
2. ""John Ruskin."" Encyclopædia Britannica.
3. ""John Ruskin."" The Ruskin Museum."
117,Q40946,Daniel Defoe,Q40946,1660,United Kingdom,Middle Class,"Daniel Defoe was born Daniel Foe around 1660 in London, England. His father, James Foe, was a fairly prosperous tallow chandler (a maker of candles and soap). This places the family in the middle class, as they were not part of the nobility or gentry, but were also not laborers or peasants. The family was able to afford a good education for Daniel, who attended the Newington Green Unitarian Church, known for its academy. This education was not a result of merit, but rather a reflection of the family's financial ability to provide for it. The family's living conditions would have been comfortable for the time, reflecting their middle-class status.","""Daniel Defoe: Master of Fictions: His Life and Ideas"" by Maximillian E. Novak; ""The Life and Strange, Surprising Adventures of Daniel Defoe"" by Richard West."
118,Q170509,Henry James,Q170509,1843,United Kingdom,Middle Class,"Henry James was born into a middle-class family. His father, Henry James Sr., was a theologian and intellectual, known for his wealth and eccentricity. The James family was not part of the aristocracy, but they were well-off and had connections with notable intellectual and literary figures of the time. Henry James Sr. inherited considerable wealth from his father, William James, an Irish immigrant who amassed a fortune in Albany, New York. This wealth allowed the family to live comfortably and provided the children with access to education and cultural experiences. Henry James Jr., along with his siblings, received a robust education, both from private tutors and through extensive travel in Europe during their formative years.","1. Edel, Leon. ""Henry James: A Life."" Harper & Row, 1985.
2. Habegger, Alfred. ""The Father: A Life of Henry James, Sr."" University of Massachusetts Press, 1994.
3. James, Henry. ""A Small Boy and Others: A Critical Edition."" University of Virginia Press, 2011."
119,Q167768,William Makepeace Thackeray,Q167768,1811,United Kingdom,Elite,"William Makepeace Thackeray was born into a wealthy family. His father, Richmond Thackeray, was a secretary to the Board of Revenue in the British East India Company, a position of considerable prestige and income. His mother, Anne Becher, was also from a prosperous family. Thackeray was born in Calcutta, India, which was a significant colonial outpost of the British Empire at the time, indicating that his family was part of the colonial elite. After his father's death, Thackeray was sent back to England and was educated at prestigious schools, including Charterhouse School and later at Trinity College, Cambridge, indicating his family's wealth and high social standing. His early life housing and living conditions were comfortable and privileged, reflecting his family's wealth and status.","1. ""William Makepeace Thackeray."" Encyclopædia Britannica. https://www.britannica.com/biography/William-Makepeace-Thackeray
2. ""William Makepeace Thackeray."" The Victorian Web. http://www.victorianweb.org/authors/wmt/wmtov.html
3. ""William Makepeace Thackeray."" The British Library. https://www.bl.uk/people/william-makepeace-thackeray"
120,Q182589,William Morris,Q182589,1834,United Kingdom,Middle Class,"William Morris was born on March 24, 1834, in Walthamstow, Essex, to William Morris Sr. and Emma Shelton Morris. His father was a partner in the firm of Sanderson & Co., a successful bill broker in the City of London, which provided the family with a comfortable income. The family was affluent enough to afford a large home in the countryside, known as the Water House. This suggests that they were part of the middle class, specifically the upper-middle class, as they had a significant amount of wealth but were not part of the aristocracy. Morris's family could afford to provide him with a good education. He attended Marlborough College and later Exeter College, Oxford, which further indicates their middle-class status.","MacCarthy, Fiona. ""William Morris: A Life for Our Time."" Faber & Faber, 2010. Thompson, E.P. ""William Morris: Romantic to Revolutionary."" PM Press, 2011."
121,Q150679,Anthony van Dyck,Q150679,1599,United Kingdom,Middle Class,"Anthony van Dyck was born in Antwerp, in the Spanish Netherlands (now Belgium), not the United Kingdom. His father, Frans van Dyck, was a wealthy silk merchant, which would place the family in the middle class according to the provided typology. His mother, Maria Cuypers, had 12 children, of which Anthony was the seventh. The family was well-off enough to provide Anthony with an education, as he was apprenticed to the painter Hendrick van Balen at a young age. This suggests that the family had enough resources to support his early artistic training. There is no evidence to suggest that the family was of noble birth or that they were struggling to subsist, so the middle class is the most likely classification.","""Anthony van Dyck."" Encyclopædia Britannica. https://www.britannica.com/biography/Anthony-van-Dyck. ""Anthony van Dyck."" The National Gallery, London. https://www.nationalgallery.org.uk/artists/anthony-van-dyck."
122,Q159758,J. M. W. Turner,Q159758,1775,United Kingdom,Middle Class,"J. M. W. Turner was born in London in 1775 to a lower-middle-class family. His father, William Turner, was a barber and wig maker, occupations that were considered skilled trades during the late 18th century. His mother, Mary Marshall, came from a family of butchers, another skilled trade. The family lived in Covent Garden, a respectable if not affluent area of London. Turner's access to education was limited. His mother's mental health declined after the death of Turner's younger sister in 1786, and she was admitted to St Luke's Hospital for Lunatics in 1799 and died in 1804, which may have affected the family's social standing and financial stability. Turner was sent to live with his uncle in Brentford in 1785, where he attended school. His artistic talent was recognized early, and he was able to attend the Royal Academy of Arts from the age of 14, but this was due to his talent rather than his family's social standing or wealth.","""J.M.W. Turner: His Life and Work,"" by John Gage; ""Turner,"" by Michael Bockemühl."
123,Q34787,Friedrich Engels,Q34787,1820,United Kingdom,Middle Class,"Friedrich Engels was born on November 28, 1820, in Barmen, Rhine Province, Prussia (now Wuppertal, Germany), not in the United Kingdom. His father, Friedrich Sr., was a textile manufacturer and owner of Ermen and Engels, a cotton factory in Manchester, England. This places the Engels family in the middle class, as they were involved in commerce and industry. Friedrich's mother, Elise, came from a family of merchants and had been raised in a relatively wealthy family. Engels had access to education due to his family's status, attending grammar school in Elberfeld but left at the age of 17, possibly due to family circumstances. His family lived comfortably, owning a house in Barmen and later Friedrich lived in Manchester, England, where his father's factory was located. There is no evidence of any inherited privileges or disadvantages.","1. Hunt, Tristram. ""The Frock-Coated Communist: The Revolutionary Life of Friedrich Engels."" Penguin, 2010.
2. Carver, Terrell. ""Friedrich Engels: His Life and Thought."" Macmillan, 1989."
124,Q131333,George Eliot,Q131333,1819,United Kingdom,Middle Class,"George Eliot, whose real name was Mary Ann Evans, was born on November 22, 1819, in Warwickshire, England. Her father, Robert Evans, was a manager for the Arbury Hall Estate, a position that required a degree of skill and knowledge, placing the family in the middle class. The family was not wealthy, but they were comfortable and had access to some of the privileges of the upper classes due to Robert's job. Mary Ann was able to receive a good education because of her family's status. She attended several boarding schools where she learned French and German and was exposed to various subjects such as music and literature. The family lived in a farmhouse, which was a decent living condition for the time. However, there were no inherited privileges or titles in her family.","1. Ashton, Rosemary. ""George Eliot: A Life."" Penguin, 1997.
2. Haight, Gordon S. ""George Eliot: A Biography."" Oxford University Press, 1968."
125,Q154812,Carl Maria von Weber,Q154812,1786,United Kingdom,Elite,"Carl Maria von Weber was born into a family of musicians and military officers, indicating a high social standing. His father, Franz Anton von Weber, was a military officer and later a musician and theatre manager. His mother, Genovefa Brenner, was an opera singer. The family was well-connected in the artistic and aristocratic circles, which suggests a high social class. Weber's early education was provided by private tutors, indicating the family's wealth and access to resources. The family lived in Eutin, Bishopric of Lübeck, at the time of Weber's birth, which was a place of residence for the nobility and upper classes. Weber's family background and early life circumstances suggest that he was born into the elite class.","""Carl Maria von Weber: A Life in Music"" by Lucy Poate Stebbins and Richard Poate Stebbins; ""Carl Maria von Weber and the Search for a German Opera"" by Stephen C. Meyer."
126,Q171344,William Hogarth,Q171344,1697,United Kingdom,Middle Class,"William Hogarth was born in London in 1697. His father, Richard Hogarth, was a Latin teacher and textbook writer, which would place the family in the middle class according to the typology provided. However, the family's financial situation was unstable. Richard Hogarth's attempts to establish a Latin-speaking coffeehouse ended in failure, leading to his imprisonment for debt when William was still a child. This suggests that while the family was middle class in terms of occupation, their financial situation was precarious. Despite these financial difficulties, William Hogarth was able to receive an education. He was apprenticed to a silver plate engraver, Ellis Gamble, in Leicester Fields, where he learned the trade that would later form the basis of his career as an artist.","- ""Hogarth, William (1697–1764), painter and engraver"" by Ronald Paulson, Oxford Dictionary of National Biography.
- ""The Analysis of Beauty: Written with a view of fixing the fluctuating ideas of taste"" by William Hogarth, 1753.
- ""Hogarth: A Life and a World"" by Jenny Uglow, 1997."
127,Q173869,Alfred Tennyson,Q173869,1809,United Kingdom,Middle Class,"Alfred Tennyson was born on August 6, 1809, in Somersby, Lincolnshire, England. His father, George Clayton Tennyson, was a rector and a poet, indicating a middle-class occupation. His mother, Elizabeth Fytche, was the daughter of a vicar, further suggesting a middle-class background. The Tennyson family was large, with Alfred being the fourth of twelve children. Despite the size of the family, they were able to live comfortably in the rectory, indicating a certain level of wealth and stability. 

Tennyson's access to education was also indicative of his middle-class status. His father, having a good education himself, tutored him until he went to school in Louth. Later, he attended Trinity College, Cambridge, which would have been a privilege accessible mainly to the middle and upper classes.

However, it's worth noting that the family's financial situation became strained after the death of his father in 1831, which led to a decline in their living conditions. This, however, occurred after Tennyson's childhood and is therefore not considered in this classification.","- ""Alfred, Lord Tennyson"", Encyclopædia Britannica, https://www.britannica.com/biography/Alfred-Lord-Tennyson
- ""Alfred Lord Tennyson"", Poetry Foundation, https://www.poetryfoundation.org/p"
128,Q186748,Dante Gabriel Rossetti,Q186748,1828,United Kingdom,Middle Class,"Dante Gabriel Rossetti was born on May 12, 1828, in London, England. His father, Gabriele Rossetti, was an Italian poet and a political asylum seeker from Naples, and his mother, Frances Polidori, was the daughter of an Italian exile in London, who was also a scholar. Gabriele Rossetti was a professor of Italian at King's College from 1831, which suggests a middle-class status. The family was intellectual but not wealthy. Dante Gabriel Rossetti was educated at home by his mother, who was trained in pedagogy, and he had access to the extensive library of his grandfather, Gaetano Polidori. The family lived in London, which was a hub of intellectual and cultural activity during the 19th century. While the family was not wealthy, they were well-connected in intellectual circles, which would have provided Dante with a rich cultural environment in his early years.","1. Treuherz, Julian, Prettejohn, Elizabeth, and Becker, Edwin (2003). Dante Gabriel Rossetti. London: Thames & Hudson.
2. Fredeman, William E. (1982). Dante Gabriel Rossetti Revisited. New York: Twayne Publishers."
129,Q82409,Samuel Taylor Coleridge,Q82409,1772,United Kingdom,Middle Class,"Samuel Taylor Coleridge was born on October 21, 1772, in Ottery St Mary, Devon, England. He was the youngest of ten children born to Ann Bowdon Coleridge and John Coleridge, a schoolmaster and vicar of the parish. His father's occupation as a schoolmaster and vicar places the family in the middle class, as these were respected positions within the community that required education and provided a stable income. However, they were not part of the wealthy elite or nobility. The family's wealth at the time of Samuel's birth and childhood was modest, and they lived in a parsonage, which was a comfortable but not luxurious home. Samuel's access to education was due to his family background, as his father was a schoolmaster and he was able to attend his father's school. After his father's death, he was sent to Christ's Hospital, a charity school in London, due to the influence of his father's former student, Judge Buller. This indicates that the family had some connections and social standing, but also that they were not wealthy enough to afford private education without assistance.","""Samuel Taylor Coleridge."" Poetry Foundation. https://www.poetryfoundation.org/poets/samuel-taylor-coleridge; ""Samuel Taylor Coleridge."" Encyclopædia Britannica. https://www.britannica.com/biography/S"
130,Q164047,Alexander Pope,Q164047,1688,United Kingdom,Middle Class,"Alexander Pope was born in London in 1688 to a linen merchant father, also named Alexander Pope, and his wife Edith. His father's occupation as a merchant would place the family in the middle class according to the provided typology. The family was of moderate wealth, enough to invest in a small estate in Binfield in Windsor Forest, where Pope spent much of his childhood. This suggests a comfortable, though not luxurious, standard of living. 

Pope's family was Roman Catholic, which at the time was a significant disadvantage in England due to the Test Acts that barred Catholics from public office and education. However, his family could afford to hire private tutors for his education, indicating a certain level of financial stability.","- ""Alexander Pope."" Encyclopædia Britannica. https://www.britannica.com/biography/Alexander-Pope
- Mack, Maynard. ""Alexander Pope: A Life."" Yale University Press, 1985."
131,Q37160,David Hume,Q37160,1711,United Kingdom,Middle Class,"David Hume was born on April 26, 1711, in Edinburgh, Scotland. His father, Joseph Home, was a minor Scottish laird, or landowner, who had a small estate in Berwickshire. His mother, Katherine Falconer, was the daughter of Sir David Falconer, a Scottish judge. The family was not wealthy, but they were comfortable and had a respectable social standing. Hume's father died when he was very young, leaving the family estate to his elder brother. Hume's mother, who never remarried, raised him and his two siblings. Despite the family's limited means, Hume was able to receive a good education due to his family background. He entered the University of Edinburgh at the age of twelve, which was not unusual at the time. His early life housing and living conditions would have been modest, but comfortable. He did not have any inherited privileges or disadvantages, other than the modest estate left by his father.","Mossner, E.C. (2001). The Life of David Hume. Oxford University Press."
132,Q206384,Joseph Addison,Q206384,1672,United Kingdom,Middle Class,"Joseph Addison was born in Milston, Wiltshire, England, in 1672. His father, Lancelot Addison, was a clergyman who later became the Dean of Lichfield, indicating a middle-class status. The family was not of noble birth or aristocratic lineage, nor were they subsistence-level laborers or peasants. They had enough resources to provide Joseph with a good education. He was educated at Charterhouse School and later at Queen's College, Oxford, which suggests that the family had the means to afford such education, a privilege often associated with the middle class. His early life housing and living conditions would have been modest but comfortable, typical of a clergyman's family in the late 17th century.","1. ""Joseph Addison."" Encyclopædia Britannica. https://www.britannica.com/biography/Joseph-Addison
2. Smith, J. C. (1987). ""Addison, Joseph (1672–1719), writer and politician."" Oxford Dictionary of National Biography."
133,Q9353,John Locke,Q9353,1632,United Kingdom,Middle Class,"John Locke was born in Wrington, Somerset, England in 1632 to Puritan parents of modest means. His father, also named John Locke, was a country lawyer and clerk to the Justices of the Peace in Chew Magna, who had served as a captain of cavalry for the Parliamentarian forces during the early part of the English Civil War. His mother, Agnes Keene, was a tanner's daughter and reputed to be very intelligent, though she died when John was very young. 

The family was not wealthy, but they were not poor either. They owned property and had enough income to provide a comfortable life. Locke's father's position as a lawyer and clerk provided the family with a certain level of social standing in their community. 

Locke's access to education was largely due to his father's connections. He was able to attend the prestigious Westminster School in London as a result of a recommendation from the family's local MP, Alexander Popham, a key ally of his father during the Civil War. This suggests that while the family was not part of the elite, they had connections to those in power.","- ""John Locke: A Biography"" by Roger Woolhouse
- ""John Locke: His American and Carolinian Legacy"" by George M. Stephens
- ""John Locke: Resistance, Religion and Responsibility"" by John Marshall
- ""John Locke and Children's Books in 18th Century"
134,Q132805,Thomas Hardy,Q132805,1840,United Kingdom,Middle Class,"Thomas Hardy was born on June 2, 1840, in Higher Bockhampton, Dorset, England. His father, also named Thomas, was a stonemason and local builder. His mother, Jemima, was well-read and educated her son at home until he was eight years old. Hardy's family was not wealthy, but they were not poor either; they belonged to the lower echelons of the middle class. His parents valued education and ensured that Hardy received a good one, despite their limited means. Hardy attended a local school until he was 16, after which he was apprenticed to a local architect. His family lived in a rural cottage, which was comfortable but not luxurious. Hardy did not inherit any significant privileges or disadvantages due to his birth circumstances.","""Thomas Hardy: A Biography Revisited"" by Michael Millgate, ""Thomas Hardy: The Time-Torn Man"" by Claire Tomalin."
135,Q218960,Laurence Sterne,Q218960,1713,United Kingdom,Middle Class,"Laurence Sterne was born in Clonmel, County Tipperary, Ireland, in 1713. His father, Roger Sterne, was an ensign in a British regiment recently returned from Dunkirk, which was disbanded on the day of Sterne's birth. His father's military career meant that the family moved frequently throughout Britain and Ireland. Despite the instability, Sterne's father was able to provide for his family, indicating a level of financial security. However, the family was not part of the elite or nobility. Sterne was sent to school in Halifax, England, when he was 10 years old, suggesting that his family had the means to provide him with an education. His housing and living conditions would have varied due to his father's military career, but the ability to send Sterne to school suggests a level of inherited privilege.","""The Life and Opinions of Tristram Shandy, Gentleman"" by Laurence Sterne; ""Laurence Sterne: A Life"" by Ian Campbell Ross; ""The Cambridge Companion to Laurence Sterne"" edited by Thomas Keymer."
136,Q151403,Thomas Carlyle,Q151403,1795,United Kingdom,Middle Class,"Thomas Carlyle was born in Ecclefechan, Dumfries and Galloway, Scotland, on December 4, 1795. His father, James Carlyle, was a stonemason and small farmer, and his mother, Margaret Aitken Carlyle, was a homemaker. This suggests that the family was not of the elite or subsistence classes, but rather of the middle class, as James Carlyle's occupation as a skilled craftsman would have likely provided a modest but stable income for the family. Thomas Carlyle was the second of nine children, indicating that the family was large but not necessarily impoverished. 

In terms of education, Carlyle was initially taught by his mother before attending the village school. He later attended Annan Academy and the University of Edinburgh, suggesting that his family had the means to support his education. 

The family lived in a small but comfortable home in Ecclefechan, which was built by Carlyle's father. This further supports the classification of Carlyle's family as middle class, as they owned their home and had the resources to maintain it. 

There is no evidence to suggest that Carlyle was born into a family with significant inherited privileges or disadvantages. His family appears to have been relatively average for their time and place, with a stable income, access to education, and a comfortable home.","1. ""Thomas Carlyle: A Biography,"" by Fred Kaplan,"
137,Q81960,Robert Burns,Q81960,1759,United Kingdom,Subsistence,"Robert Burns was born on January 25, 1759, in Alloway, South Ayrshire, Scotland. His parents, William Burnes and Agnes Broun, were tenant farmers, which placed them in the subsistence class. They were not landowners but worked on the land of others. The family lived in a small house built by William Burnes himself, indicating a lack of substantial wealth. Burns' access to education was limited. His father taught him basic reading and writing, and he attended a local school for a short time, but his education was often interrupted by the need to help on the farm. Despite these limitations, Burns was able to gain a wide-ranging education through his own efforts and the help of tutors, but this was not a result of his family's social standing or wealth.","""Robert Burns."" Encyclopædia Britannica. Encyclopædia Britannica, inc., December 14, 2020. ""Robert Burns."" Poetry Foundation. Poetry Foundation, n.d."
138,Q213355,John Dryden,Q213355,1631,United Kingdom,Middle Class,"John Dryden was born into a family of modest means. His father, Erasmus Dryden, was a landowner and a Justice of the Peace, which suggests a middle-class status. The Drydens were not nobility, but they were not peasants either. They were part of the gentry, a social class that owned land but did not have a noble title. This class was often involved in local governance and administration, as Erasmus Dryden was.

John Dryden's access to education also suggests a middle-class background. He attended Westminster School, a prestigious institution, but this was likely due to a scholarship rather than family wealth. His family's financial situation was not so secure that they could afford to send him to university without financial assistance, but they were well-connected enough to secure a scholarship for him.

In terms of housing and living conditions, Dryden was born in the village of Aldwincle in Northamptonshire, England. His family lived in a house known as Titchmarsh Manor, which suggests a comfortable, if not luxurious, lifestyle.

Inherited privileges or disadvantages are harder to determine. As a member of the gentry, Dryden would have had certain privileges, such as access to education and a certain level of respect in society. However, he was not born into the nobility and did not inherit a title or significant wealth.","1. ""John Dryden."" Poetry Foundation. https://www.poetry"
139,Q45546,William Wordsworth,Q45546,1770,United Kingdom,Middle Class,"William Wordsworth was born on April 7, 1770, in Cockermouth, Cumberland, in the Lake District. His father, John Wordsworth, was a legal representative for Sir James Lowther, who was one of the wealthiest landowners in the region. This position provided the Wordsworth family with a comfortable income, but they were not part of the aristocracy. 

Wordsworth's mother, Ann Cookson, was the daughter of a merchant, further indicating a middle-class background. The family lived in a large mansion in Cockermouth, suggesting they were well-off but not part of the elite class.

Wordsworth's access to education was also indicative of his middle-class status. He attended the prestigious Hawkshead Grammar School, which was possible due to his family's resources and connections. However, his education was interrupted by his mother's death when he was eight and his father's death when he was thirteen, after which he and his siblings were sent to live with various relatives.

Inherited privileges included a good education and a comfortable upbringing, but the family was not part of the ruling class or nobility. The early death of his parents and the subsequent scattering of the siblings could be seen as inherited disadvantages.","- ""William Wordsworth."" Poetry Foundation. https://www.poetryfoundation.org/poets/william-wordsworth
- ""William Wordsworth."" The British Library. https://www.bl.uk/people/will"
140,Q318462,Edward Bulwer-Lytton,Q318462,1803,United Kingdom,Elite,"Edward George Earle Lytton Bulwer-Lytton was born on May 25, 1803, into an elite family. His father, William Earle Bulwer, was a colonel and his mother, Elizabeth Barbara Lytton, was an heiress to the Knebworth House, a grand estate in Hertfordshire, England. Upon his mother's inheritance of the Knebworth House, the family's wealth significantly increased, solidifying their status in the elite class. Edward was the youngest of three sons, and after the death of his father when he was just four years old, he was raised primarily by his mother. His mother's wealth and status allowed Edward to receive a high-quality education. He was first educated privately in his home and later attended prestigious institutions such as the University of Cambridge. His early life housing and living conditions were of high standard, given the family's ownership of the Knebworth House. Edward's birth and childhood circumstances were characterized by inherited privileges due to his family's wealth and social standing.","- ""Edward Bulwer-Lytton."" Encyclopædia Britannica. https://www.britannica.com/biography/Edward-Bulwer-Lytton
- ""Edward Bulwer-Lytton."" The Victorian Web. http://www.victorianweb.org/authors/bulwer/bio.html
- ""Knebworth House."" Historic"
141,Q236236,Oliver Goldsmith,Q236236,1728,United Kingdom,Middle Class,"Oliver Goldsmith was born in Ireland around 1728 to a middle-class family. His father, Charles Goldsmith, was a clergyman of the Church of Ireland, which would place the family within the middle class according to the typology provided. The family was not wealthy, but they were not subsistence level either. They lived in a rectory, which suggests a level of comfort and stability. Oliver Goldsmith had access to education, attending Trinity College in Dublin, although this was largely due to the influence of his uncle Contarine who helped fund his education. This suggests that while the family had some resources, they were not abundant.","""Oliver Goldsmith: A Biography"" by Washington Irving; ""The Life of Oliver Goldsmith"" by John Forster; ""Oliver Goldsmith"" by Austin Dobson."
